budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
30000000,"['Thriller', 'Drama', 'Mystery']",http://wwws.warnerbros.de/number23/,3594,"['suicide', 'based on novel', 'hotel room']",en,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",23.197408,"['New Line Cinema', 'Contrafilm', 'Firm Films']","['Germany', 'United States of America']",2007,77566815,101.0,['English'],Released,First it takes hold of your mind...then it takes hold of your life.,The Number 23,6.3,1018,The Number 23,"['Jim Carrey', 'Virginia Madsen', 'Logan Lerman']",Joel Schumacher
33000000,"['Adventure', 'Drama', 'Family']",Unknown,157841,"['train', 'cartographer']",en,The Young and Prodigious T.S. Spivet,A 12-year-old cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,10.651202,"['Epithète Films', 'Cross Creek Pictures', 'Tapioca Films']","['Canada', 'France']",2013,9494789,105.0,['English'],Released,Unknown,The Young and Prodigious T.S. Spivet,6.7,232,The Young and Prodigious T.S. Spivet,"['Kyle Catlett', 'Helena Bonham Carter', 'Judy Davis']",Jean-Pierre Jeunet
35000000,"['Action', 'Comedy']",Unknown,11519,"['submarine', 'california', 'world war ii']",en,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",10.032626,"['Columbia Pictures', 'Universal Pictures', 'A-Team']",['United States of America'],1979,31755742,113.0,"['English', 'Deutsch', '日本語']",Released,Paranoia meets pandemonium.,1941,5.6,143,1941,"['Dan Aykroyd', 'Ned Beatty', 'John Belushi']",Steven Spielberg
0,"['Drama', 'Family']",Unknown,12920,"['horse race', 'horse', 'kentucky']",en,Dreamer: Inspired By a True Story,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the horse (in fact is a mare)and save it of being sacrificed by the owner.,6.048743,"['DreamWorks SKG', 'Hyde Park Entertainment']",Unknown,2005,0,106.0,['English'],Released,Unknown,Dreamer: Inspired By a True Story,6.3,67,Dreamer: Inspired By a True Story,"['Kurt Russell', 'Dakota Fanning', 'Kris Kristofferson']",John Gatins
32000000,"['Drama', 'Thriller', 'Crime']",Unknown,59,"['robbery', 'double life', 'dual identity']",en,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,34.628738,"['New Line Cinema', 'DC Comics', 'BenderSpink']","['United States of America', 'Canada', 'Germany']",2005,60740827,96.0,['English'],Released,Tom Stall had the perfect life... until he became a hero.,A History of Violence,6.9,832,A History of Violence,"['Viggo Mortensen', 'Maria Bello', 'Heidi Hayes']",David Cronenberg
32000000,"['Action', 'Thriller', 'Crime']",Unknown,9335,"['martial arts', 'war on drugs', 'kidnapping']",en,Transporter 2,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",47.5612,"['Canal Plus', 'Twentieth Century Fox Film Corporation', 'Current Entertainment']","['France', 'United States of America']",2005,85167639,87.0,"['English', 'Français', 'Italiano']",Released,The Best In The Business Is Back In The Game.,Transporter 2,6.2,1061,Transporter 2,"['Jason Statham', 'Amber Valletta', 'Kate Nauta']",Louis Leterrier
32000000,"['Action', 'Western']",Unknown,12106,"['gunslinger', 'revenge', 'prairie']",en,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",16.473355,['TriStar Pictures'],"['Japan', 'United States of America']",1995,18552460,107.0,['English'],Released,Think you are quick enough?,The Quick and the Dead,6.3,427,The Quick and the Dead,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe']",Sam Raimi
28000000,"['Action', 'Comedy', 'Romance']",Unknown,11141,"['irland', 'rock star', 'court case']",en,Laws of Attraction,"Amidst a sea of litigation, two New York City divorce lawyers find love.",6.201404,"['New Line Cinema', 'Irish Dreamtime', 'Deep River Productions']","['Germany', 'Ireland', 'United Kingdom']",2004,30016165,90.0,['English'],Released,Love always has the last word.,Laws of Attraction,5.6,104,Laws of Attraction,"['Pierce Brosnan', 'Julianne Moore', 'Michael Sheen']",Peter Howitt
32000000,['Drama'],Unknown,8649,"['new york', 'coma', 'ambulance']",en,Bringing Out the Dead,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",15.560918,"['Paramount Pictures', 'Touchstone Pictures', 'De Fina-Cappa']",['United States of America'],1999,0,121.0,['English'],Released,Unknown,Bringing Out the Dead,6.6,225,Bringing Out the Dead,"['Nicolas Cage', 'Patricia Arquette', 'John Goodman']",Martin Scorsese
32000000,"['Action', 'Science Fiction', 'Thriller']",http://www.repomenarecoming.com/,31867,"['dystopia', 'evil corporation', 'repo man']",en,Repo Men,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",25.799697,"['Universal Pictures', 'Stuber Productions', 'Dentsu']","['Canada', 'United States of America']",2010,18409891,111.0,['English'],Released,"For a price, any organ in your body can be replaced. But it can also be repossessed.",Repo Men,6.2,620,Repo Men,"['Jude Law', 'Forest Whitaker', 'Alice Braga']",Miguel Sapochnik
70000000,"['Fantasy', 'Drama', 'Horror']",Unknown,10253,"['giant snake', 'korea', 'building']",ko,디워,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",4.822033,"['Younggu-Art Movies', 'Showbox Entertainment']",['South Korea'],2007,53587404,90.0,"['English', '한국어/조선말']",Released,They've made our world their battleground,Dragon Wars: D-War,4.0,104,Dragon Wars: D-War,"['Jason Behr', 'Robert Forster', 'Aimee Garcia']",Shim Hyung-Rae
32000000,"['Fantasy', 'Comedy', 'Family']",Unknown,3587,"['circus', 'magic', 'aunt']",en,Bogus,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",3.379454,"['Regency Enterprises', 'Yorktown Productions', 'Warner Bros.']",['United States of America'],1996,0,110.0,['English'],Released,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",Bogus,5.4,44,Bogus,"['Whoopi Goldberg', 'Gérard Depardieu', 'Haley Joel Osment']",Norman Jewison
30000000,['Comedy'],Unknown,124459,"['magic', 'las vegas']",en,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",26.9385,"['New Line Cinema', 'Benderspink', 'Carousel Productions']",['United States of America'],2013,27437881,100.0,['English'],Released,Abracatastic!,The Incredible Burt Wonderstone,5.3,724,The Incredible Burt Wonderstone,"['Steve Carell', 'Jim Carrey', 'Steve Buscemi']",Don Scardino
32000000,"['Animation', 'Comedy', 'Family']",Unknown,24662,"['dance', 'musical', 'furry']",en,Cats Don't Dance,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",4.098444,"['Warner Bros. Pictures', 'David Kirschner Productions', 'Turner Feature Animation']",['United States of America'],1997,3566637,75.0,"['English', 'Deutsch']",Released,It's a Jungle Out There!,Cats Don't Dance,7.1,24,Cats Don't Dance,"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole']",Mark Dindal
0,['Drama'],Unknown,32274,Unknown,en,Cradle Will Rock,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.",4.901553,['Touchstone Pictures'],['United States of America'],1999,0,132.0,['English'],Released,Unknown,Cradle Will Rock,7.2,18,Cradle Will Rock,"['Hank Azaria', 'Rubén Blades', 'Joan Cusack']",Tim Robbins
32000000,"['War', 'Crime', 'Drama']",http://www.the-good-german.de,182,"['berlin', 'corruption', 'nazi background']",en,The Good German,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,5.347936,"['Warner Bros.', 'Section Eight Productions', 'Sunset Gower Studios']",['United States of America'],2006,5914908,108.0,"['English', 'Deutsch', '普通话']",Released,"If war is Hell, then what comes after?",The Good German,5.9,86,The Good German,"['George Clooney', 'Cate Blanchett', 'Tobey Maguire']",Steven Soderbergh
32000000,['Adventure'],Unknown,5494,"['swordplay', 'hero', 'sword']",en,George and the Dragon,A knight returning from the Crusades takes on a dragon and becomes a legend.,4.120549,"['Carousel Picture Company', 'ApolloMedia Distribution', 'Ravenhouse Entertainment']","['Germany', 'United Kingdom', 'United States of America']",2004,0,93.0,['English'],Released,Unknown,George and the Dragon,5.0,13,George and the Dragon,"['James Purefoy', 'Piper Perabo', 'Patrick Swayze']",Tom Reeve
31500000,"['Drama', 'War']",http://www.apocalypsenow.com,28,"['guerrilla', 'river', 'vietnam']",en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",49.973462,"['United Artists', 'Zoetrope Studios']",['United States of America'],1979,89460381,153.0,"['', 'English', 'Français']",Released,This is the end...,Apocalypse Now,8.0,2055,Apocalypse Now,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",Francis Ford Coppola
32000000,"['Comedy', 'Drama', 'Romance']",http://going-the-distance.warnerbros.com/,38073,"['male nudity', 'sex', 'san francisco']",en,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",13.611544,"['New Line Cinema', 'Offspring Entertainment']",['United States of America'],2010,42045846,102.0,['English'],Released,A comedy about meeting each other halfway.,Going the Distance,6.0,262,Going the Distance,"['Drew Barrymore', 'Justin Long', 'Charlie Day']",Nanette Burstein
0,"['Music', 'Drama', 'Family']",Unknown,2054,"['composer', 'mentor', 'deaf-mute']",en,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",6.775294,"['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment']",['United States of America'],1995,106269971,137.0,['English'],Released,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,6.9,113,Mr. Holland's Opus,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas']",Stephen Herek
31500000,['Action'],Unknown,302156,"['cia', 'memory', 'convict']",en,Criminal,"Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed ""The Dutchman."" When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",27.891012,"['Lionsgate', 'BenderSpink', 'Millennium Films']","['United Kingdom', 'United States of America']",2016,14708696,113.0,['English'],Released,Unknown,Criminal,5.7,557,Criminal,"['Kevin Costner', 'Gary Oldman', 'Tommy Lee Jones']",Ariel Vromen
